"","gene_id","gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"39","ENSG00000034510.5","TMSB10",58871.6985961442,-0.13833839731097,0.115096399892337,-1.20193505131675,0.229388692811668,0.396059701520848
"40","ENSG00000035687.9","ADSS",6358.55672340284,-0.0672093548702194,0.0655046923613445,-1.02602351751339,0.304880498942201,0.481904210554562
"41","ENSG00000037042.8","TUBG2",1031.19103599219,0.348484450696881,0.0861940118973938,4.04302390648343,5.27662382168871e-05,0.00056197556246715
"42","ENSG00000037965.5","HOXC8",285.612007181267,-0.133385424962274,0.102479450702496,-1.30158216157403,0.193059261080969,0.350945587632434
"43","ENSG00000038210.12","PI4K2B",1175.04908066773,-0.211698460908417,0.0686860207701912,-3.08211858154828,0.00205532942690662,0.0109933917137057
"44","ENSG00000039139.9","DNAH5",1431.11954522619,0.15291365891453,0.167002466708179,0.915637127574483,0.359857251315128,0.53706719873867
"45","ENSG00000043039.6","BARX2",1629.06248827271,-0.535376985761282,0.204077423218349,-2.62340134110997,0.0087056654434498,0.0343785221459524
"46","ENSG00000043591.5","ADRB1",71.8884225395835,0.605195583411359,0.241881446402019,2.50203391956526,0.0123482093659669,0.0450550265418163
"47","ENSG00000044574.7","HSPA5",43819.7248806947,-0.242678203313415,0.0775744907760377,-3.12832479963087,0.00175805787240044,0.00969404292835136
"48","ENSG00000046774.9","MAGEC2",7.92785025414272,-0.572611322699226,0.672510640508016,-0.851453178891972,0.394517661760875,0.569671676410576
"49","ENSG00000047662.4","FAM184B",188.061863008046,-0.205215996549101,0.194511040146897,-1.05503521236697,0.291409220628941,0.467299264846114
"50","ENSG00000048544.5","MRPS10",2675.99551268681,-0.282897201586862,0.0503005859189362,-5.62413332605659,1.86441616642788e-08,7.68864730282077e-07
"51","ENSG00000050344.8","NFE2L3",1707.81190092032,-0.852326813015906,0.1232692432122,-6.914350983308,4.70010176862007e-12,7.45367358526042e-10
"52","ENSG00000053328.8","METTL24",25.6830172263017,0.00465544585876763,0.144625683962352,0.0321896203441949,0.974320833656552,0.986483723822621
"53","ENSG00000053372.4","MRTO4",2510.76888162136,-0.283081375897945,0.0620664660083703,-4.56093916898328,5.09253337556971e-06,8.11228713955596e-05
"54","ENSG00000054219.10","LY75",788.540128658266,-0.0118779777194586,0.133335367392747,-0.0890834738878494,0.929015571098918,0.961422804459533
"55","ENSG00000054803.3","CBLN4",80.3375059972814,0.531589898002955,0.159045986020372,3.34236601189586,0.00083067448255855,0.00529168401593308
"56","ENSG00000055813.5","CCDC85A",58.382598550827,-0.00388910615773513,0.165231253309547,-0.0235373519224551,0.981221644204788,0.990616913817018
"57","ENSG00000056050.6","HPF1",1041.84477234302,-0.112826840125903,0.054544278425671,-2.0685366711681,0.0385895859840482,0.10745588354102
"58","ENSG00000057468.6","MSH4",17.8660516707556,0.0834200526416195,0.186905154155233,0.446322911846162,0.655364008254179,0.786561621207585
